Symbol,Daily Volatility,Exchange
AUDC,4.037046515587302,NASDAQ
SKX,3.4746297132641346,NYSE
SBAC,3.9341218653351273,NASDAQ
UTHR,3.0621352240660302,NASDAQ
00934.HK,3.2946145726840266,HKEX
FISI,2.797840863315191,NASDAQ
JNPR,3.5763350466141826,NYSE
STMP,4.149569889164265,NASDAQ
01071.HK,3.0492280139113257,HKEX
KTB,2.0855229936065296,NYSE
SALM,5.416319411415522,NASDAQ
00061.HK,51.88588783063437,HKEX
00065.HK,10.0912935226086,HKEX
ECPG,5.175541517713687,NASDAQ
EGOV,3.928154693181076,NASDAQ
01046.HK,20.71206720693526,HKEX
ABB,2.7104581597451927,NYSE
BMRN,3.1131701653662134,NASDAQ
JCOM,5.270634715802951,NASDAQ
MDRX,4.0006407524121625,NASDAQ
LII,2.2262642398931565,NYSE
PRFT,4.767615524950455,NASDAQ
00342.HK,52.547248974894195,HKEX
FLWS,3.697975140989202,NASDAQ
NTCT,4.138395820352358,NASDAQ
ARLP,4.044738214647773,NASDAQ
SWIR,4.531337354987394,NASDAQ
00058.HK,6.448293151567109,HKEX
DB,2.681083761706561,NYSE
IXP,764.8282503053979,AMEX
MFC,4.179745339635593,NYSE
00945.HK,10.071248407170032,HKEX
RDWR,3.1835369449853577,NASDAQ
BLK,2.146374627899033,NYSE
CBB-B,2.069028173438201,NYSE
UGP,2.5524169899104914,NYSE
00903.HK,3.2077545142040136,HKEX
00855.HK,4.5455456924853745,HKEX
FSI,8.737396711030074,AMEX
00115.HK,9.859190993148864,HKEX
00769.HK,3.7668245076066453,HKEX
EPC,7.952653923354918,NYSE
QUIK,5.64950961002116,NASDAQ
PCTI,3.320959547915681,NASDAQ
SIFY,6.45370091226526,NASDAQ
WWE,2.6408970396814175,NYSE
BSQR,17.765136555944725,NASDAQ
01114.HK,62.68089196788458,HKEX
NAVI,7.765952771133808,NASDAQ
PTNR,2.7435551430747775,NASDAQ
TPC,39.05011473756821,NYSE
AKAM,4.269600658841959,NASDAQ
GAIA,3.7381302495865087,NASDAQ
PLUG,14.810596319466505,NASDAQ
00735.HK,11.839933339609114,HKEX
PACW,105.7410635513828,NASDAQ
CLCT,5.676645515834879,NASDAQ
CHTR,1740.5044229579612,NASDAQ
IMMR,5.497671614428709,NASDAQ
00759.HK,6.437527871017395,HKEX
01043.HK,3.226014817939099,HKEX
A,2.600281114055649,NYSE
ALSK,3.495587687426365,NASDAQ
TDY,2.4653396944971573,NYSE
01097.HK,4.342379279170638,HKEX
CCZ,2.2267407316531154,NYSE
01073.HK,4.963452500435913,HKEX
01070.HK,11.738405483313532,HKEX
ONCY,22.59286244924455,NASDAQ
DMRC,3.9806866077328826,NASDAQ
PFSW,8.944714456745421,NASDAQ
01207.HK,3.817614054636601,HKEX
00922.HK,15.349552378088745,HKEX
ANH,2.446557963337164,NYSE
BFT,26.476621728648013,NYSE
CKH,2.016863891469279,NYSE
ETM,3.7260197330748976,NYSE
EVV,530.6288544574372,AMEX
LEE,29.318701529903375,NYSE
SNE,2.096126109266292,NYSE
00012.HK,2.2200002953581617,HKEX
00202.HK,14.042950043062929,HKEX
00606.HK,967.5758907322531,HKEX
01083.HK,3.53610290604231,HKEX
01176.HK,12.114066626240588,HKEX
PMBC,2.933394862199307,NASDAQ
00768.HK,10.711792111553477,HKEX
00692.HK,133.4433021999244,HKEX
NTG,3.056712688590754,NYSE
00694.HK,2.931912648609587,HKEX
00969.HK,6.122922058539801,HKEX
AGEN,8.8104282671349,NASDAQ
00702.HK,6.363691220418658,HKEX
BBGI,5.149181982815194,NASDAQ
00110.HK,6.381650180731233,HKEX
GIGM,7.987430515475857,NASDAQ
00914.HK,3.463871325038053,HKEX
AEO,3.3529755214030432,NYSE
UBA,2.0771624899449255,NYSE
UTSI,4.465254335063156,NASDAQ
00997.HK,79.86750886707283,HKEX
00643.HK,5.850531714395596,HKEX
00866.HK,6.625630209439281,HKEX
MFNC,25.28845311292757,NASDAQ
ALVR,50.58831519123637,NASDAQ
SLAB,3.2998537412828504,NASDAQ
ENR,2.3602866200551746,NYSE
IBN,3.01167143013213,NYSE
LMNX,3.4660316859118816,NASDAQ
CCMP,3.0625311560806123,NASDAQ
MET,2.43590518171213,NYSE
PTR,2.0592524960488188,NYSE
SGMO,5.244979535642806,NASDAQ
00751.HK,3.818454042983595,HKEX
00857.HK,2.2783981797219552,HKEX
LPSN,5.160770780103904,NASDAQ
00927.HK,3.3029602668790883,HKEX
EXEL,4.313704828236951,NASDAQ
HSTM,4.39454674080091,NASDAQ
NVMI,4.661083581136836,NASDAQ
00599.HK,6.6227678596828765,HKEX
NUAN,3.942456292559411,NASDAQ
SINA,3.9488444092328696,NASDAQ
LYG,2.990089737539038,NYSE
01164.HK,23.948154613158103,HKEX
EWY,2.0201176739332083,AMEX
UBS,2.3002048189052786,NYSE
IYW,2.055187756416164,AMEX
PXLW,6.788118319895842,NASDAQ
01005.HK,3.433157751283417,HKEX
01003.HK,31.55317424397724,HKEX
01031.HK,41.47599509588607,HKEX
01033.HK,3.8306338020943222,HKEX
01171.HK,3.3337906674737168,HKEX
01172.HK,5.017694368187772,HKEX
01173.HK,6.8772505830881565,HKEX
01180.HK,39.05410040756915,HKEX
IJH,2.5161253980581297,AMEX
IJR,4.281540346777695,AMEX
FCBP,2.1785626968450305,NASDAQ
CYH,3.5185701337127684,NYSE
ISRG,3.660894850856203,NASDAQ
GLNG,63.41910984250551,NASDAQ
00859.HK,7.972707046841837,HKEX
NBH,118.82171597360082,AMEX
IYE,8.705120025146993,AMEX
IYR,2.6762805360167676,AMEX
00762.HK,2.6999156897016374,HKEX
OSTK,64.23383158897897,NASDAQ
CRL,2.114972648017583,NYSE
00388.HK,2.6375490369154972,HKEX
MRVL,4.997727351568433,NASDAQ
00966.HK,3.714160949989328,HKEX
CPST,5.599873770910297,NASDAQ
DLA,3.681242503406546,AMEX
EXFO,3.97416483301532,NASDAQ
MBT,2.8129209476259147,NYSE
NTES,10.895963186341481,NASDAQ
00724.HK,20.842915307283725,HKEX
ACLS,4.480119140095299,NASDAQ
ENTG,3.45737986543577,NASDAQ
TKC,3.092178125622604,NYSE
SOHU,4.2800865858742725,NASDAQ
EWZ,2.511459369636817,AMEX
ENDP,3.7025698239656095,NASDAQ
TBIO,30.960978722089784,NASDAQ
SPRT,6.648909548302346,NASDAQ
ERJ,3.066912576956376,NYSE
SMTX,6.027620320240218,NASDAQ
GGAL,4.252403646317801,NASDAQ
BLUE,164.98202502469385,NASDAQ
ARNA,4.294783835242364,NASDAQ
CAMT,5.014775316557309,NASDAQ
IEV,4.726515207463529,AMEX
IJJ,2.537922654572616,AMEX
IJK,2.551458131212681,AMEX
IJS,2.6145705000962973,AMEX
ILMN,4.188910612846151,NASDAQ
IWN,4.285339837593275,AMEX
EZU,6.025393250609657,AMEX
00111.HK,3.8965270526401636,HKEX
CRIS,6.392700478059011,NASDAQ
CNST,724.5840173920267,NASDAQ
EVC,5.619642525465327,NYSE
OPNT,4.888831700133412,NASDAQ
SPTN,3.3213229169157428,NASDAQ
BRKR,3.6423540683265228,NASDAQ
CRNT,4.292511785999084,NASDAQ
ISSC,4.8665641289243995,NASDAQ
LTRX,11.097009180568747,NASDAQ
MNDO,3.450480418727693,NASDAQ
PBR,12.24006168259355,NYSE
CGEN,4.597575447377132,NASDAQ
EQIX,38.726831159258744,NASDAQ
PNFP,2.753495906094007,NASDAQ
OIIM,3.83247993443532,NASDAQ
BWL.A,2.041393875003632,AMEX
00015.HK,4.867041465943154,HKEX
MCO,2.982126671735372,NYSE
UMC,2.8246904247842566,NYSE
TTMI,3.7738479607069784,NASDAQ
ASR,2.2228476211823285,NYSE
DRRX,5.276934836528975,NASDAQ
01177.HK,47.14673765950051,HKEX
GB,2.801140895418145,NYSE
ASX,2.6014308253515552,NYSE
DCP,3.778539004511226,NYSE
INGN,416.10177270936975,NASDAQ
00365.HK,5.623489462108947,HKEX
00335.HK,20.830232770373105,HKEX
SNP,2.2328220062218955,NYSE
00386.HK,2.456037536320258,HKEX
WIT,3.769687677728727,NYSE
00162.HK,8.195782095606926,HKEX
VBFC,4.323434775410444,NASDAQ
00627.HK,193.63924944758904,HKEX
ARRY,4.418462677697851,NASDAQ
RIGL,5.117457343732525,NASDAQ
HBIO,3.822239133466709,NASDAQ
GRMN,4.454261462612905,NASDAQ
00682.HK,3.9543792829263897,HKEX
00380.HK,16.348316791950385,HKEX
00698.HK,4.087508094281644,HKEX
00770.HK,7.846493884305976,HKEX
00039.HK,9.096788391713282,HKEX
GPN,3.6059451592128395,NYSE
00381.HK,8.394960535052343,HKEX
ALGN,4.036301540009215,NASDAQ
EXAS,4.9677511918207795,NASDAQ
ICF,2.906373154480483,AMEX
MMP,2.8666449630377957,NYSE
00696.HK,2.9389282611642606,HKEX
AMX,5.459832330828595,NYSE
OIH,2.4074671707772635,AMEX
02330.HK,8.224506493331589,HKEX
BE,499.5232605681703,NYSE
OIS,3.4274441273357015,NYSE
PBR.A,12.402096976956974,NYSE
ACAM,4.915151393459353,NASDAQ
00883.HK,2.501878216115591,HKEX
MPX,3.4038378622425443,NYSE
SGEN,3.466190760870387,NASDAQ
00809.HK,4.367874686052736,HKEX
AGR,3.734955859960602,NYSE
MPAA,5.690238266507886,NASDAQ
RDY,4.303039600819185,NYSE
00346.HK,5.420239356499131,HKEX
DGICA,2.9791733459852856,NASDAQ
NML,2.216106322427032,AMEX
RWR,6.106179510288536,AMEX
00362.HK,16.337832746127173,HKEX
RVP,6.287038616412498,AMEX
00329.HK,55.57396790693814,HKEX
02688.HK,2.8804806472015034,HKEX
IDT,4.273376811515169,NYSE
01195.HK,4.698014979963827,HKEX
BTU,29.831788699918253,NYSE
CLH,2.723931989896517,NYSE
VTI,6.060962971583307,AMEX
00861.HK,3.0858574543474684,HKEX
ADS,2.6544265244664644,NYSE
FTI,5.173981364692544,NYSE
CRH,2.1034050920497407,NYSE
IMOS,7.926769748373961,NASDAQ
SDP,7.728267838558504,AMEX
00889.HK,3.7396866022616537,HKEX
DSI,4.41406346782558,AMEX
00888.HK,2.595097143195677,HKEX
BBL,3.208445294414625,NYSE
MOSY,5.759430957221264,NASDAQ
02362.HK,10.19027668445582,HKEX
SXC,4.2355572017649035,NYSE
00885.HK,20.99851184118053,HKEX
WMGI,2.3889071865712808,NASDAQ
HDB,2.293967670961538,NYSE
00077.HK,2.47674620052106,HKEX
00309.HK,97.55118308514898,HKEX
00337.HK,27.53607994641863,HKEX
00360.HK,7.034796711087134,HKEX
00565.HK,92.21904658355865,HKEX
00569.HK,230.77839572720268,HKEX
00573.HK,607.430895633423,HKEX
00587.HK,126.96502124738981,HKEX
00589.HK,25.31155281847989,HKEX
00607.HK,151.3343140128235,HKEX
00609.HK,16.264894004907717,HKEX
00699.HK,422.25822686884743,HKEX
00728.HK,2.4735232025787925,HKEX
00745.HK,43.24053270985122,HKEX
00904.HK,274.7037377271003,HKEX
02218.HK,91.00203901558642,HKEX
02232.HK,12.596434482767835,HKEX
02277.HK,494.85735228582774,HKEX
02282.HK,4093.9029698904155,HKEX
IWS,11.337951183179964,AMEX
00353.HK,23.934362536115106,HKEX
00357.HK,35.98046134960991,HKEX
00359.HK,9.720150174868833,HKEX
00656.HK,2087.7319924271055,HKEX
00981.HK,74.19949504184078,HKEX
PDFS,3.5297912138165257,NASDAQ
IWP,6.165108026186764,AMEX
BG,2.1024472796522065,NYSE
OMCL,3.2512441694462626,NASDAQ
00272.HK,330.2059337117345,HKEX
GLAD,2.439811627180752,NASDAQ
00265.HK,7.067065975326421,HKEX
00602.HK,6.812838816041613,HKEX
PKBK,2.6718460265278408,NASDAQ
00009.HK,111.8786862517287,HKEX
00581.HK,158.4578962814669,HKEX
01228.HK,15.608977707524737,HKEX
PCG-I,2.1862805280414555,AMEX
00318.HK,71.23209187974835,HKEX
JHX,2.6054992348415116,NYSE
DCTH,89.56704169472444,NASDAQ
00931.HK,20.9197724301404,HKEX
CCRN,3.276528567003069,NASDAQ
IGE,13.41864217018594,AMEX
ILF,18.956745106614765,AMEX
JCTCF,4.070111359121009,NASDAQ
00909.HK,7.92737171654416,HKEX
KB,2.4562677777064166,NYSE
00248.HK,5.219870170587467,HKEX
00690.HK,7.352786852110727,HKEX
IXC,9.884187705692847,AMEX
00653.HK,150.37390252150797,HKEX
00836.HK,17.97409337118139,HKEX
AYI,2.4734715063973036,NYSE
00629.HK,5.28749332790015,HKEX
AAP,2.6408093554941563,NYSE
BEP,3.690325499993814,NYSE
00197.HK,9.994974387388766,HKEX
ACH,10.987892013643433,NYSE
02600.HK,3.2742821431421154,HKEX
CNC,2.633393353453489,NYSE
PRU,2.6483732745790376,NYSE
00100.HK,3.421285846265439,HKEX
01075.HK,29.063882569036103,HKEX
ABIO,17.475321809213405,NASDAQ
ACIW,3.704107520994448,NASDAQ
ACNB,2.08898296570461,NASDAQ
AEGN,32.37761474353387,NASDAQ
ALRN,101.26197135199155,NASDAQ
AMAG,14.815330814395004,NASDAQ
ASTC,11.7680357096448,NASDAQ
ASUR,14.654414194197601,NASDAQ
ATAX,2.0846452591769054,NASDAQ
ATNI,5.566728374050707,NASDAQ
ATRS,4.326888239233269,NASDAQ
AXAS,7.8032589106282,NASDAQ
BCOR,10.90320179575231,NASDAQ
BGCP,3.483156228654501,NASDAQ
BIOC,440.7309219657014,NASDAQ
BIOL,8.706751638396465,NASDAQ
BSTC,17.891218397461795,NASDAQ
CAC,2.794194839449636,NASDAQ
CDNS,2.369433008045994,NASDAQ
CLDX,5.645826179931707,NASDAQ
CLFD,4.319240055949356,NASDAQ
CLSN,24.604273591281228,NASDAQ
CME,1818.7417959062727,NASDAQ
CRWS,17.467671407566215,NASDAQ
CVV,4.471010252744399,NASDAQ
DLHC,5.54487802461855,NASDAQ
DORM,4.821718624649625,NASDAQ
EA,2.0920926889807423,NASDAQ
EGAN,7.060370001773356,NASDAQ
EML,3.7628014092814284,NASDAQ
ENG,26.02471114454104,NASDAQ
ERIC,2.442283497053229,NASDAQ
FEIM,3.1191734069769304,NASDAQ
FIZZ,3.3942925745916908,NASDAQ
FMNB,2.315043029878334,NASDAQ
GILT,4.287460188977339,NASDAQ
HA,3.722005881928592,NASDAQ
HALL,5.426582081845333,NASDAQ
HCKT,3.2412778542474974,NASDAQ
IDRA,5.5610478918216915,NASDAQ
IEP,6.559984366471733,NASDAQ
IIN,9.247688754974417,NASDAQ
INFI,5.534759380727779,NASDAQ
INVE,5.263322880810049,NASDAQ
IOSP,4.047481978061321,NASDAQ
JACK,2.4559753551158328,NASDAQ
JCS,3.44653721252895,NASDAQ
KINS,4.709224140811019,NASDAQ
KTOS,21.065923285360522,NASDAQ
LIVE,22.283645495182583,NASDAQ
LOAN,3.98847331042182,NASDAQ
LXRX,5.9419942115567,NASDAQ
MERC,4.611483057519681,NASDAQ
MITK,12.087750117364322,NASDAQ
MYL,2.263650925154572,NASDAQ
NEWT,4.572768042760258,NASDAQ
NTIC,6.663838022024238,NASDAQ
NVEC,3.5005606434322245,NASDAQ
NWLI,3.3818594579315544,NASDAQ
NWS,2.260245768442777,NASDAQ
NWSA,2.3431192092609194,NASDAQ
OCC,5.127030248431441,NASDAQ
PDCE,7.878424297623458,NASDAQ
PGC,2.9185978073277363,NASDAQ
PMD,2.846487803763037,NASDAQ
PRPH,5.543365849627685,NASDAQ
QADB,3.7290049170966446,NASDAQ
BDGE,2.508104043142087,NASDAQ
CARV,15.105706294784182,NASDAQ
CIZN,2.856209876169839,NASDAQ
GPOR,33.64384234604684,NASDAQ
OMEX,13.469937955991638,NASDAQ
VXF,6.194553332729827,AMEX
00896.HK,3.7506775868026434,HKEX
00746.HK,3.253580112991097,HKEX
01129.HK,14.234194906151297,HKEX
SYNA,3.385231640183446,NASDAQ
00812.HK,5.224702410280473,HKEX
MANT,2.3466090433527316,NASDAQ
00130.HK,3.9987404239473765,HKEX
01076.HK,11.653562889023165,HKEX
KOS,3.3410045814540283,NYSE
GME,8.218863428252597,NYSE
RQI,2.337665675944649,NYSE
TNP,2.9158377322866653,NYSE
00572.HK,181.22413424527855,HKEX
01161.HK,4.636035133512531,HKEX
ABG,3.3606714184703996,NYSE
00993.HK,67.42095273494134,HKEX
CVGW,2.6291977035188987,NASDAQ
STL-A,3.115569993738367,NYSE
TAP.A,5.332137627284785,NYSE
00157.HK,3.220229956451339,HKEX
00646.HK,7.342059075107129,HKEX
01186.HK,2.5527079436882487,HKEX
JBLU,3.756992653309318,NASDAQ
02389.HK,5.383684571077789,HKEX
TRMD,7.862704425671477,NASDAQ
00582.HK,18.940178329282887,HKEX
SBS,2.9110336386371842,NYSE
01198.HK,4.479813339004192,HKEX
VRNT,2.521140598220649,NASDAQ
CPSI,2.6120252650184357,NASDAQ
NFLX,3.6651568512626787,NASDAQ
NPO,2.6114113778601213,NYSE
00169.HK,19.805254476462327,HKEX
00552.HK,227.28421332765205,HKEX
WHG,2.3995544600093237,NYSE
02323.HK,5.682928605798017,HKEX
BGFV,4.060803863756246,NASDAQ
00285.HK,194.41818172275478,HKEX
NDAQ,2.436115909163128,NASDAQ
CIT,101.96485585688333,NYSE
01094.HK,15.386887448027641,HKEX
KIRK,4.170003695116577,NASDAQ
RUSHA,3.6601956003940677,NASDAQ
RRGB,3.5117418977988466,NASDAQ
BDSI,5.161826875705537,NASDAQ
01211.HK,10.886541179233912,HKEX
00543.HK,3.922577799042903,HKEX
00703.HK,41.54160536928839,HKEX
01217.HK,12.448662151133277,HKEX
TZOO,12.104632296465606,NASDAQ
00364.HK,4.7075385835598675,HKEX
00860.HK,29.40181092022591,HKEX
02898.HK,5.059872925187847,HKEX
00912.HK,3.50324744522929,HKEX
01226.HK,40.14438412926777,HKEX
XEC,2.8160497607271635,NYSE
NXE,2.9163830639567085,AMEX
01227.HK,15.179100113243166,HKEX
NRP,4.984056304622965,NYSE
DKS,5.504262518085136,NYSE
WYNN,3.102690737332929,NASDAQ
00395.HK,5.844753009035436,HKEX
02888.HK,2.0325574861819193,HKEX
CEVA,3.154447908008359,NASDAQ
MMLP,3.3828919861320843,NASDAQ
00708.HK,6.443340308613104,HKEX
00221.HK,19.725197327779632,HKEX
PRAA,4.043062439707301,NASDAQ
SINT,8.262650492103933,NASDAQ
00379.HK,6.240390811955509,HKEX
00850.HK,4.876593772404958,HKEX
ADRE,11.118439989661798,NASDAQ
02883.HK,3.260999452421354,HKEX
ACTG,4.346920842199365,NASDAQ
TS,14.506180332813209,NYSE
EMO,2.1489303014539276,NYSE
MSCI,4508.065741916481,NYSE
02302.HK,5.000232656845889,HKEX
PFS,2.1269019851509445,NYSE
FFC,2.03741316209624,NYSE
DMLP,2.2622707383579277,NASDAQ
EZA,5.778554979653543,AMEX
00598.HK,3.1529744731625176,HKEX
02326.HK,8.355855132693698,HKEX
02336.HK,10.412304868495255,HKEX
00264.HK,3.9819516387772325,HKEX
01140.HK,10.36220303726234,HKEX
CAAS,5.393166358818555,NASDAQ
NCV,2.12884884686787,NYSE
IHG,2.1564947545896374,NYSE
02322.HK,16.987174463141795,HKEX
LEN.B,3.298616903530595,NYSE
CUK,2.595670661279537,NYSE
DJP,2.000639069540085,AMEX
PHK,2.0020035925052815,NYSE
SHLD,3.209288192527673,NASDAQ
RSP,11.878530961697118,AMEX
OPHC,10.268943337822714,NASDAQ
02868.HK,3.386534518849024,HKEX
CVCO,2.8454585511313994,NASDAQ
02349.HK,11.16242649997022,HKEX
00980.HK,3.260970879510342,HKEX
02317.HK,3.012220227573399,HKEX
GPM,3.8810767053064708,NYSE
02355.HK,3.0060750909707576,HKEX
MOH,2.7455387584756266,NYSE
00387.HK,4.006983679137808,HKEX
02348.HK,2.7145671718746796,HKEX
02342.HK,3.5255040504810298,HKEX
NCZ,2.0674339043714394,NYSE
NTGR,2.7829845746192987,NASDAQ
GDX,4.355310781168918,AMEX
HLM.P,2.789235182460549,AMEX
IAG,3.849151223840388,NYSE
GOOD,2.2966784425574645,NASDAQ
TCBI,2.541433185620462,NASDAQ
00959.HK,29.051876644975795,HKEX
PRSC,3.947745698684552,NASDAQ
02368.HK,3.231385611001184,HKEX
AHT,11.27354750093462,NYSE
00007.HK,5.774035549143565,HKEX
CNO,4.333479745500602,NYSE
02320.HK,4.523198136146722,HKEX
02698.HK,3.1102287847175787,HKEX
02314.HK,3.438266373336634,HKEX
WF,2.7397265720281085,NYSE
02340.HK,3.559780267587203,HKEX
02339.HK,20.004190404461188,HKEX
02327.HK,5.190076010913467,HKEX
ADES,4.61417400584761,NASDAQ
CRI,4.591850861143295,NYSE
02324.HK,22.253385744385696,HKEX
NRO,2.6379521970188673,AMEX
02357.HK,3.58654399678389,HKEX
02328.HK,3.034585654010081,HKEX
02086.HK,5.7932103723820525,HKEX
MRLN,3.8619212742914057,NASDAQ
NES,6.189059373680549,AMEX
SDY,2.4627885776948655,AMEX
WLL,51.65569389022839,NYSE
01149.HK,3.976497827552485,HKEX
NXST,4.610930373249379,NASDAQ
CONN,4.155513339608973,NASDAQ
SNX,2.411231193686357,NYSE
GVI,31.562352485381737,AMEX
NRG,4.64642410474112,NYSE
AEL,2.880618954294913,NYSE
KRO,3.283680709381116,NYSE
02828.HK,2.078743404003087,HKEX
NNI,2.7200229890908583,NYSE
CMP,2.19546236119378,NYSE
02333.HK,4.022137766055456,HKEX
LFC,4.636548024704142,NYSE
UTI,3.269549579476826,NYSE
02628.HK,2.410238568156288,HKEX
TPX,3.6110227230740057,NYSE
02899.HK,5.772291657606499,HKEX
MGLN,2.0177353145918735,NASDAQ
AUY,3.5626494793838623,NYSE
PBF,4.394943598308821,NYSE
TBBK,3.572535346111108,NASDAQ
AIZ,2.007199555447453,NYSE
02337.HK,3.656238880451526,HKEX
DIG,6.73084156074057,AMEX
00586.HK,91.20617830288151,HKEX
ARC,3.5071853881882693,NYSE
DVAX,7.208021040003827,NASDAQ
TYG,2.7782595416158076,NYSE
02341.HK,3.132905445549456,HKEX
02338.HK,3.6509927999231215,HKEX
RSF,59.89964097543121,NYSE
SBNY,2.4190449072170086,NASDAQ
UCTT,3.9924824624777777,NASDAQ
02300.HK,2.931492010685395,HKEX
CUTR,3.370670370389021,NASDAQ
MCHX,3.765717976136342,NASDAQ
00331.HK,3.612599232156,HKEX
01160.HK,6.187080756660857,HKEX
NYC,2.8665493406668974,NYSE
AINV,2.5409460585766372,NASDAQ
ABR,3.593498155206349,NYSE
02878.HK,3.59095770475603,HKEX
CORT,5.034266003228711,NASDAQ
01212.HK,2.9160829158684645,HKEX
AGO,3.3858228973465154,NYSE
02633.HK,4.874663440932821,HKEX
CYTK,9.657974807424916,NASDAQ
GHL,2.8239649810652607,NYSE
IFS,2.921795687939792,NYSE
NUVA,2.7568486849260285,NASDAQ
GNW,4.447887339711689,NYSE
ACAD,6.016202550850613,NASDAQ
ANGO,2.8892987175326996,NASDAQ
CRTX,12.00860049657826,NASDAQ
ALNY,3.6957502241914666,NASDAQ
GSL,4.6514065112979885,NYSE
LBTYA,3.9155371783964905,NASDAQ
LBTYB,3.26307470119527,NASDAQ
02319.HK,3.0383372778980124,HKEX
DRAD,3.812564215506749,NASDAQ
SFL,2.6229691559146406,NYSE
00700.HK,2.8059168373392187,HKEX
02866.HK,3.4673548899165296,HKEX
MBRX,40.765892080354654,NASDAQ
CRM,2.6576636363139774,NYSE
02318.HK,3.298260059486918,HKEX
GOL,5.933582466529588,NYSE
NTR,162.97859007733584,NYSE
FEN,2.077984232428442,AMEX
02331.HK,3.284035710093252,HKEX
GMS,15.86083206135671,NYSE
02356.HK,2.0795820471680138,HKEX
HEP,2.4854069400736263,NYSE
DPZ,2.2886864588296847,NYSE
02343.HK,3.271598172084757,HKEX
00311.HK,3.6322414285816054,HKEX
00733.HK,3.9816903982671343,HKEX
PLM,4.822651007170045,AMEX
BLKB,2.502239111830727,NASDAQ
LPL,2.6348997858667316,NYSE
NURO,17.58753669791551,NASDAQ
PSEC,2.482663700788023,NASDAQ
MNKD,5.506185621998378,NASDAQ
ENS,2.6152541209816635,NYSE
CVGI,4.758042012755309,NASDAQ
NVT,3.041970255836141,NYSE
KRG,2.756302362280616,NYSE
WLK,2.6724008425695063,NYSE
EXR,2.1153677972637936,NYSE
CNS,2.481631101608151,NYSE
01639.HK,7.590140539210721,HKEX
PUK.P,2.371735694284219,NYSE
LIV,171.1436981233999,AMEX
AHH-A,5.238568855876099,NYSE
02379.HK,34.35122849019041,HKEX
02307.HK,4.082230648930961,HKEX
BECN,3.58242979455911,NASDAQ
BTN,3.829747829358057,AMEX
COGT,7.211071583101474,NASDAQ
TTM,2.759739066217033,NYSE
KYN,2.571095925578105,NYSE
JOBS,3.1804507865075697,NASDAQ
PRS,8.268385346793927,NYSE
TGB,4.538302222970876,AMEX
00650.HK,6.643543941979705,HKEX
ARCC,2.2591763390845827,NASDAQ
TXRH,4.193719462954469,NASDAQ
01194.HK,6.428002933117299,HKEX
HURN,2.897933094553396,NASDAQ
02380.HK,2.4274506457935843,HKEX
JRJC,7.185740315758782,NASDAQ
SHO,2.91061414645368,NYSE
BBW,4.018144386740971,NYSE
DLR,2.0295380660094837,NYSE
MTL,12.834973089649973,NYSE
00929.HK,3.2786923355867583,HKEX
NAK,5.835080031309499,AMEX
MKTX,2.908017198569545,NASDAQ
ORA,2.343445344003179,NYSE
00906.HK,2.8505908409124303,HKEX
NP,2.8154298963135935,NYSE
02371.HK,5.391378114241704,HKEX
02823.HK,2.020742700699939,HKEX
MPWR,2.8250788656370545,NASDAQ
PLAY,4.396032760358608,NASDAQ
PED,32.8434530084941,AMEX
ANH-A,2.1617712175877664,NYSE
02877.HK,2.7855828946613137,HKEX
00763.HK,3.219902648731785,HKEX
02369.HK,7.059185958255207,HKEX
02678.HK,3.4559216275783484,HKEX
BXC,4.782402398447717,NYSE
CHCI,10.920324128902372,NASDAQ
KNL,2.586853934448572,NYSE
00753.HK,3.176897815096834,HKEX
LVS,4.043360508844216,NYSE
NCTY,16.191708165166766,NASDAQ
HLF,2.6851749799493647,NYSE
MIC,3.4063836095462885,NYSE
OLED,4.558888483893413,NASDAQ
01175.HK,4.456887797719456,HKEX
FXI,8.56499600867334,AMEX
01000.HK,3.2912950029094397,HKEX
BGR,2.041526822072758,NYSE
FMO,2.9048654323652556,NYSE
00067.HK,15.549178013640596,HKEX
00068.HK,4.3475192608395075,HKEX
00073.HK,20.931366214458812,HKEX
00189.HK,4.585085624550172,HKEX
00198.HK,8.474458029283163,HKEX
00211.HK,12.507765778452914,HKEX
00238.HK,5.550182942319554,HKEX
00246.HK,3.692238603738723,HKEX
00278.HK,3.8568364688425536,HKEX
00279.HK,51.94390880280233,HKEX
00287.HK,2.6532932798600775,HKEX
00290.HK,5.817472594795233,HKEX
00295.HK,24.38171697365042,HKEX
00307.HK,51.40487791330211,HKEX
00312.HK,38.60423454365724,HKEX
00313.HK,10.194897109322731,HKEX
00327.HK,214.4680220969359,HKEX
00368.HK,4.724219221059285,HKEX
00374.HK,3.3584749241175467,HKEX
00377.HK,7.0859308673918795,HKEX
00389.HK,3.2980745655152663,HKEX
00401.HK,54.64199829450648,HKEX
00417.HK,5.534067811768012,HKEX
00431.HK,11.214615102803025,HKEX
00456.HK,4.24800241469137,HKEX
00458.HK,2.8456310127435267,HKEX
00513.HK,6.227633813382404,HKEX
00540.HK,4.410281746046743,HKEX
00660.HK,9.227631349452743,HKEX
00675.HK,6.203711823310772,HKEX
00686.HK,29.836105308788515,HKEX
00691.HK,16.219970890598923,HKEX
00712.HK,3.6974210321247862,HKEX
00713.HK,9.067864613050514,HKEX
00725.HK,4.916193550576607,HKEX
00747.HK,4.359566338707406,HKEX
00757.HK,3.864208326058189,HKEX
00758.HK,8.550244444265164,HKEX
00818.HK,4.937976219268918,HKEX
